variant,parameter,mean,sd,eti89_lb,eti89_ub,fold,definition,component,fold_schedule
baseline_money_logratio,pres_elec,10.384102,1.442102,8.0991,12.691442,2017-07-25,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,3.88156,0.374171,3.285025,4.47207,2017-07-25,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.847285,0.494374,12.079671,13.643457,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-4.100199,1.562075,-6.613799,-1.613223,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.379865,0.079895,1.250579,1.507048,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.483375,1.618674,6.886468,12.113469,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-19.090652,2.503369,-23.078496,-15.115699,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.234273,1.46429,7.914648,12.576116,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.002287,0.380082,3.399594,4.613414,2017-10-17,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.832538,0.487826,12.086208,13.635361,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-4.030008,1.528013,-6.477035,-1.608185,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.378466,0.079771,1.253804,1.506526,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.439381,1.632957,6.841621,12.128118,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-19.141188,2.461363,-23.059679,-15.198224,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.207685,1.503025,7.794782,12.598298,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.002335,0.372086,3.417501,4.591499,2017-11-07,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.834608,0.484481,12.086684,13.639945,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-3.883586,1.532252,-6.333025,-1.420406,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.386424,0.078337,1.258482,1.511034,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.230952,1.599963,6.622702,11.768969,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-19.174378,2.485574,-23.160303,-15.242416,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.123873,1.463832,7.770705,12.469763,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.004138,0.379737,3.40192,4.615097,2017-12-05,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.828243,0.486866,12.080271,13.622274,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-3.938371,1.493992,-6.344026,-1.548721,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.387405,0.07811,1.261291,1.512888,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.267788,1.595514,6.696717,11.868192,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-19.191699,2.450137,-23.171462,-15.282394,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.150601,1.464793,7.815603,12.484646,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.006714,0.38399,3.400735,4.608653,2018-04-03,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.808428,0.488761,12.057858,13.592829,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-3.868285,1.504885,-6.26923,-1.468824,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.387187,0.078829,1.261409,1.514563,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.218378,1.607571,6.658924,11.778595,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-19.21347,2.465967,-23.158761,-15.28823,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,10.133495,1.467702,7.773234,12.49144,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.001945,0.376361,3.400892,4.59995,2018-11-06,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.285353,0.461458,12.579383,14.038882,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-1.056964,1.4295,-3.312078,1.235829,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.319093,0.07623,1.198224,1.441748,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,9.148527,1.531919,6.696416,11.626188,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.535901,2.128073,-20.952249,-14.130668,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.195503,1.385264,4.999554,9.411208,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.292973,0.369123,3.710752,4.877526,2020-03-03,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.390475,0.466305,12.660022,14.14777,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-0.745618,1.472974,-3.113857,1.60166,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.320122,0.075345,1.200574,1.440394,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.793664,1.562851,6.298781,11.316012,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.756128,2.167202,-21.199471,-14.327085,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.074421,1.449542,4.791233,9.398689,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.335027,0.363797,3.75669,4.910789,2020-05-19,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.378162,0.453419,12.684791,14.113514,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-0.499674,1.46668,-2.88973,1.828139,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.318034,0.078377,1.193433,1.443144,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.599117,1.552587,6.139741,11.06494,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-17.981848,2.171703,-21.395736,-14.531848,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.018652,1.431619,4.766851,9.336704,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.330547,0.36972,3.735412,4.928828,2020-06-02,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.439282,0.463462,12.725978,14.18792,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-0.160712,1.434044,-2.458971,2.114116,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.316477,0.076755,1.192762,1.439548,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.263196,1.527504,5.822305,10.706531,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-18.315116,2.140635,-21.710261,-14.898512,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,6.980235,1.418572,4.695786,9.241417,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.328522,0.370271,3.744931,4.922419,2020-11-03,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.080927,0.425471,12.414032,13.774232,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-0.157524,1.375352,-2.350599,2.034191,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.320778,0.073001,1.203075,1.436606,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.33779,1.406261,6.093894,10.624114,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-18.171266,1.92328,-21.260949,-15.113361,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.05671,1.274551,5.028983,9.09593,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.263863,0.356554,3.695397,4.817746,2021-03-30,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.104018,0.422545,12.444491,13.799492,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-0.062479,1.341713,-2.185771,2.048442,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.322635,0.072986,1.205276,1.442155,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.217845,1.438822,5.94279,10.498396,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-18.231634,1.929115,-21.331622,-15.203432,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.001022,1.266973,4.966828,9.023402,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.282121,0.34756,3.728662,4.839158,2021-11-30,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,13.08736,0.42611,12.426716,13.793282,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,-0.098265,1.348947,-2.246351,2.069443,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.32157,0.071009,1.20885,1.434857,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,8.246357,1.433223,5.934953,10.528241,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-18.200528,1.939444,-21.333521,-15.172462,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.005864,1.25496,4.991388,9.032487,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.290575,0.347837,3.732382,4.839152,2022-11-08,current,,election_date>=2014-01-01
baseline_money_logratio,sigma,12.875453,0.3911,12.256718,13.515069,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,Intercept,0.238447,1.229163,-1.733953,2.213319,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,PVI_N,1.367034,0.066389,1.261838,1.473361,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_dem,7.701725,1.321894,5.587188,9.822143,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,incumbent_gop,-18.868028,1.777102,-21.692118,-16.041036,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,pres_elec,7.038253,1.177146,5.178234,8.938476,2024-11-05,current,,election_date>=2014-01-01
baseline_money_logratio,money_logratio_primary,4.082667,0.304124,3.599404,4.573463,2024-11-05,current,,election_date>=2014-01-01
baseline_money_diff,sigma,13.503066,0.708759,12.417853,14.682795,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-7.471413,2.317963,-11.20511,-3.759511,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.73171,0.116841,1.547111,1.918111,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,10.122227,2.217442,6.659814,13.750575,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-19.027698,3.976314,-25.281184,-12.497868,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,12.831345,2.144325,9.420192,16.257129,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.061397,0.016184,0.035481,0.087618,2014-04-01,current,,election_date>=2014-01-01
baseline_money_diff,sigma,13.550604,0.703037,12.451205,14.724204,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-6.762299,2.250899,-10.351508,-3.170598,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.721088,0.116232,1.533082,1.905047,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,9.671319,2.207974,6.166119,13.180177,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-19.604227,3.949277,-25.834594,-13.180223,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,12.622421,2.125292,9.270797,16.0233,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.059868,0.01577,0.034737,0.084445,2014-11-04,current,,election_date>=2014-01-01
baseline_money_diff,sigma,13.900632,0.595153,12.971642,14.876011,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-6.100667,1.896626,-9.170287,-3.122507,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.688839,0.092862,1.542606,1.839401,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,12.332433,1.888199,9.31711,15.348914,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-18.544887,3.194217,-23.659772,-13.475207,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,10.589433,1.948021,7.485986,13.69066,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.056001,0.012989,0.035153,0.076822,2015-03-31,current,,election_date>=2014-01-01
baseline_money_diff,sigma,14.147629,0.605911,13.207675,15.146938,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-5.703848,1.864611,-8.723594,-2.760577,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.706892,0.095642,1.556387,1.858268,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,11.696718,1.923475,8.679031,14.749439,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-18.788799,3.239952,-24.062598,-13.61145,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,10.328207,1.96097,7.212295,13.486971,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.058943,0.013395,0.037621,0.080534,2015-11-03,current,,election_date>=2014-01-01
baseline_money_diff,sigma,14.155391,0.585723,13.264621,15.117957,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-5.357953,1.853437,-8.301118,-2.406482,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.704186,0.094812,1.55434,1.854696,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,11.463998,1.932488,8.391974,14.51745,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-19.178482,3.199521,-24.302284,-14.131838,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,10.338598,1.968807,7.223532,13.466269,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.056647,0.013206,0.035214,0.077854,2016-03-01,current,,election_date>=2014-01-01
baseline_money_diff,sigma,14.143928,0.59738,13.224418,15.130725,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-5.286095,1.836162,-8.232832,-2.323496,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.704916,0.095153,1.553983,1.856855,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,11.378652,1.936673,8.236134,14.452678,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-19.170701,3.204882,-24.277311,-14.002178,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,10.287112,1.934543,7.223269,13.347105,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.056966,0.013197,0.035516,0.078513,2016-05-10,current,,election_date>=2014-01-01
baseline_money_diff,sigma,14.106871,0.588083,13.195909,15.081264,2016-11-08,current,,election_date>=2014-01-01
baseline_money_diff,Intercept,-5.191599,1.818621,-8.104512,-2.309167,2016-11-08,current,,election_date>=2014-01-01
baseline_money_diff,PVI_N,1.701987,0.094383,1.551392,1.855713,2016-11-08,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_dem,11.326794,1.902273,8.288114,14.320212,2016-11-08,current,,election_date>=2014-01-01
baseline_money_diff,incumbent_gop,-19.365927,3.197042,-24.550155,-14.344413,2016-11-08,current,,election_date>=2014-01-01
baseline_money_diff,pres_elec,10.293999,1.942025,7.167571,13.394061,2016-11-08,current,,election_date>=2014-01-01
baseline_money_diff,money_diff_primary,0.056597,0.01307,0.03562,0.076859,2016-11-08,current,,election_date>=2014-01-01
