definition,variant,segment_type,segment_value,n_races,small_sample,rmse,mae,bias,r2,coverage_90,crps,win_accuracy,win_log_loss,bias_presidential_years,bias_non_presidential_years,pres_bias_gap,folds_failing_diagnostics,folds_refused,folds_absent,as_of,skipped_years
two_party,baseline_money_logratio_wide,pres_elec,True,126,False,10.283973,8.28788,3.887725,0.809566,0.928571,5.879417,0.920635,0.222784,,,,,,,,2019
two_party,baseline_money_logratio_wide,redistricting_cycle,2011,237,False,12.501933,9.655053,-4.81811,0.719232,0.886076,6.975504,0.890295,0.279556,,,,,,,,2019
two_party,baseline_money_logratio_wide,redistricting_cycle,2021,96,False,8.980438,7.040791,3.286071,0.78023,0.9375,5.193835,0.927083,0.212254,,,,,,,,2019
two_party,baseline_money_logratio_wide,no_dem_candidate,False,333,False,11.596952,8.901392,-2.481769,0.733864,0.900901,6.461869,0.900901,0.260153,,,,,,,,2019
two_party,baseline_money_logratio_wide,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_logratio_wide,admitted_by_write_in,False,333,False,11.596952,8.901392,-2.481769,0.733864,0.900901,6.461869,0.900901,0.260153,,,,,,,,2019
two_party,baseline_money_logratio_wide,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline,pooled,all,413,False,15.012283,11.227216,-2.907859,0.690213,0.898305,8.199502,0.910412,0.23528,2.958682,-6.505698,9.46438,,,,not dated,2019
two_party_or_strongest,baseline,fold,2014,95,False,14.493426,11.087747,-4.773302,0.755988,0.894737,8.004045,0.894737,0.282426,,,,,,,,2019
two_party_or_strongest,baseline,fold,2015,3,True,30.338442,21.967907,-19.506697,0.280876,0.666667,17.858137,0.666667,0.375596,,,,,,,,2019
two_party_or_strongest,baseline,fold,2016,61,False,14.194989,11.008738,0.823736,0.764909,0.918033,7.943065,0.934426,0.170757,,,,,,,,2019
two_party_or_strongest,baseline,fold,2017,5,True,30.565203,19.399371,-16.741777,0.162406,0.8,16.292704,0.8,0.375338,,,,,,,,2019
two_party_or_strongest,baseline,fold,2018,72,False,18.507932,13.874983,-11.998921,0.552785,0.805556,10.265437,0.916667,0.250347,,,,,,,,2019
two_party_or_strongest,baseline,fold,2020,54,False,12.53595,9.681008,-2.310203,0.73334,0.944444,7.00283,0.907407,0.240295,,,,,,,,2019
two_party_or_strongest,baseline,fold,2021,2,True,27.355043,23.755551,-13.563633,-0.233402,0.5,17.56415,1.0,0.073403,,,,,,,,2019
two_party_or_strongest,baseline,fold,2022,70,False,10.720139,7.67301,-1.043224,0.758409,0.957143,6.093666,0.928571,0.194559,,,,,,,,2019
two_party_or_strongest,baseline,fold,2023,1,True,10.298801,10.298801,10.298801,,1.0,6.224331,0.0,0.778705,,,,,,,,2019
two_party_or_strongest,baseline,fold,2024,50,False,14.5612,12.647539,8.460528,0.655943,0.92,8.425432,0.92,0.227495,,,,,,,,2019
two_party_or_strongest,baseline,office,State Representative,313,False,15.407631,11.516573,-2.971833,0.699892,0.881789,8.455301,0.913738,0.233003,,,,,,,,2019
two_party_or_strongest,baseline,office,State Senate,100,False,13.701308,10.321528,-2.707621,0.643065,0.95,7.398851,0.9,0.242405,,,,,,,,2019
two_party_or_strongest,baseline,is_special,False,389,False,14.192825,10.81779,-2.390424,0.717502,0.910026,7.851348,0.915167,0.227669,,,,,,,,2019
two_party_or_strongest,baseline,is_special,True,24,False,24.764329,17.86333,-11.294613,0.35701,0.708333,13.842503,0.833333,0.358632,,,,,,,,2019
two_party_or_strongest,baseline,pres_elec,False,256,False,15.955229,11.487015,-6.505698,0.654718,0.875,8.582845,0.90625,0.253459,,,,,,,,2019
two_party_or_strongest,baseline,pres_elec,True,157,False,13.33247,10.803594,2.958682,0.749782,0.936306,7.574433,0.917197,0.205637,,,,,,,,2019
two_party_or_strongest,baseline,redistricting_cycle,2011,292,False,15.954264,11.839225,-5.34673,0.683079,0.880137,8.672403,0.907534,0.244513,,,,,,,,2019
two_party_or_strongest,baseline,redistricting_cycle,2021,121,False,12.4489,9.750301,2.977682,0.711578,0.942149,7.058286,0.917355,0.212996,,,,,,,,2019
two_party_or_strongest,baseline,no_dem_candidate,False,413,False,15.012283,11.227216,-2.907859,0.690213,0.898305,8.199502,0.910412,0.23528,,,,,,,,2019
two_party_or_strongest,baseline,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline,admitted_by_write_in,False,413,False,15.012283,11.227216,-2.907859,0.690213,0.898305,8.199502,0.910412,0.23528,,,,,,,,2019
two_party_or_strongest,baseline,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_special,pooled,all,413,False,15.029246,11.279735,-3.024136,0.689513,0.900726,8.220544,0.910412,0.236072,2.95405,-6.690445,9.644495,,,,not dated,2019
two_party_or_strongest,baseline_special,fold,2014,95,False,14.484739,11.046326,-4.806034,0.75628,0.905263,7.97618,0.894737,0.278158,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2015,3,True,29.905008,21.526544,-18.816457,0.301277,0.666667,17.454965,0.666667,0.371122,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2016,61,False,14.061814,10.914057,1.042076,0.769299,0.918033,7.870197,0.934426,0.169505,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2017,5,True,28.775045,18.619073,-13.21948,0.257646,0.8,15.311505,0.8,0.351574,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2018,72,False,19.010822,14.379945,-12.544151,0.528152,0.805556,10.611928,0.916667,0.26027,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2020,54,False,12.274523,9.532603,-2.115629,0.744346,0.944444,6.877091,0.907407,0.235421,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2021,2,True,25.805579,23.673553,-10.270872,-0.097632,0.5,16.862786,1.0,0.048088,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2022,70,False,10.888042,7.798114,-1.799632,0.750782,0.957143,6.172355,0.928571,0.199672,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2023,1,True,14.136811,14.136811,14.136811,,1.0,8.402879,0.0,1.001712,,,,,,,,2019
two_party_or_strongest,baseline_special,fold,2024,50,False,14.480048,12.564572,8.327747,0.659768,0.92,8.374564,0.92,0.22669,,,,,,,,2019
two_party_or_strongest,baseline_special,office,State Representative,313,False,15.429893,11.545133,-3.11274,0.699024,0.884984,8.461372,0.916933,0.232554,,,,,,,,2019
two_party_or_strongest,baseline_special,office,State Senate,100,False,13.699695,10.449037,-2.746805,0.643149,0.95,7.466753,0.89,0.247082,,,,,,,,2019
two_party_or_strongest,baseline_special,is_special,False,389,False,14.307217,10.901508,-2.670409,0.71293,0.910026,7.907626,0.915167,0.230068,,,,,,,,2019
two_party_or_strongest,baseline_special,is_special,True,24,False,23.857902,17.410162,-8.757451,0.403218,0.75,13.292426,0.833333,0.333382,,,,,,,,2019
two_party_or_strongest,baseline_special,pres_elec,False,256,False,16.014955,11.597222,-6.690445,0.652128,0.878906,8.642261,0.90625,0.255156,,,,,,,,2019
two_party_or_strongest,baseline_special,pres_elec,True,157,False,13.265813,10.762048,2.95405,0.752278,0.936306,7.532904,0.917197,0.204954,,,,,,,,2019
two_party_or_strongest,baseline_special,redistricting_cycle,2011,292,False,15.952177,11.884579,-5.320267,0.683162,0.883562,8.684551,0.907534,0.243782,,,,,,,,2019
two_party_or_strongest,baseline_special,redistricting_cycle,2021,121,False,12.524984,9.82011,2.516942,0.708041,0.942149,7.100793,0.917355,0.217465,,,,,,,,2019
two_party_or_strongest,baseline_special,no_dem_candidate,False,413,False,15.029246,11.279735,-3.024136,0.689513,0.900726,8.220544,0.910412,0.236072,,,,,,,,2019
two_party_or_strongest,baseline_special,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_special,admitted_by_write_in,False,413,False,15.029246,11.279735,-3.024136,0.689513,0.900726,8.220544,0.910412,0.236072,,,,,,,,2019
two_party_or_strongest,baseline_special,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,pooled,all,413,False,15.045692,11.252584,-2.902082,0.688833,0.898305,8.219269,0.90799,0.238254,2.837297,-6.421935,9.259232,,,,not dated,2019
two_party_or_strongest,baseline_num_candidates,fold,2014,95,False,14.646833,11.167627,-4.872618,0.750795,0.894737,8.091248,0.894737,0.28633,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2015,3,True,30.178329,22.067978,-19.49047,0.288446,0.666667,17.845176,0.666667,0.391228,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2016,61,False,14.196236,11.022907,0.842795,0.764868,0.918033,7.927297,0.934426,0.170878,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2017,5,True,30.07153,18.789378,-17.129011,0.189244,0.8,15.989078,0.8,0.359157,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2018,72,False,18.396194,13.799102,-11.860668,0.558169,0.805556,10.196038,0.916667,0.253006,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2020,54,False,12.6358,9.874032,-2.40662,0.729075,0.944444,7.071483,0.888889,0.247982,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2021,2,True,28.693415,24.781784,-14.462891,-0.357045,0.5,18.613481,1.0,0.082839,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2022,70,False,10.589127,7.496199,-0.758353,0.764278,0.957143,6.018216,0.942857,0.192799,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2023,1,True,10.740545,10.740545,10.740545,,1.0,6.443281,0.0,0.789383,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,fold,2024,50,False,14.809014,12.841464,8.244809,0.644133,0.92,8.558464,0.9,0.234921,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,office,State Representative,313,False,15.483316,11.599897,-2.977208,0.696936,0.881789,8.501461,0.907348,0.237858,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,office,State Senate,100,False,13.585115,10.165491,-2.666937,0.649093,0.95,7.336006,0.91,0.239494,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,is_special,False,389,False,14.231951,10.852334,-2.387756,0.715943,0.910026,7.86979,0.912596,0.230994,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,is_special,True,24,False,24.749285,17.739965,-11.238455,0.357791,0.708333,13.883739,0.833333,0.355927,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,pres_elec,False,256,False,15.928568,11.434284,-6.421935,0.655871,0.875,8.571648,0.910156,0.254759,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,pres_elec,True,157,False,13.482674,10.956308,2.837297,0.744113,0.936306,7.644689,0.904459,0.211342,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,redistricting_cycle,2011,292,False,15.979676,11.882772,-5.371425,0.682068,0.880137,8.694919,0.90411,0.247834,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,redistricting_cycle,2021,121,False,12.507775,9.731799,3.056994,0.708843,0.942149,7.071418,0.917355,0.215135,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,no_dem_candidate,False,413,False,15.045692,11.252584,-2.902082,0.688833,0.898305,8.219269,0.90799,0.238254,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,admitted_by_write_in,False,413,False,15.045692,11.252584,-2.902082,0.688833,0.898305,8.219269,0.90799,0.238254,,,,,,,,2019
two_party_or_strongest,baseline_num_candidates,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,pooled,all,413,False,14.971668,11.172891,-2.665647,0.691887,0.900726,8.176593,0.922518,0.235014,2.811344,-6.024582,8.835927,,,,not dated,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2014,95,False,14.59915,11.253153,-4.096221,0.752415,0.894737,8.08931,0.894737,0.29782,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2015,3,True,30.561843,22.001922,-19.978383,0.270246,0.666667,18.022924,1.0,0.367816,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2016,61,False,14.138019,10.973955,0.610981,0.766792,0.901639,7.907955,0.967213,0.157083,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2017,5,True,30.471523,19.2454,-16.739021,0.167532,0.8,16.284702,0.8,0.381463,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2018,72,False,18.098178,13.401632,-11.178547,0.572368,0.819444,9.942524,0.916667,0.251489,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2020,54,False,12.783482,9.918733,-2.697436,0.722705,0.962963,7.166927,0.925926,0.22898,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2021,2,True,27.331844,23.820664,-13.401703,-0.23131,0.5,17.595216,1.0,0.069311,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2022,70,False,10.606225,7.481951,-1.02942,0.763516,0.957143,6.010391,0.942857,0.198749,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2023,1,True,10.657165,10.657165,10.657165,,1.0,6.351844,0.0,0.786085,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,fold,2024,50,False,14.696341,12.622927,8.666239,0.649527,0.92,8.508507,0.92,0.217313,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,office,State Representative,313,False,15.372112,11.426937,-2.712612,0.701274,0.884984,8.433249,0.923323,0.23282,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,office,State Senate,100,False,13.642516,10.37773,-2.518644,0.646121,0.95,7.373261,0.92,0.241881,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,is_special,False,389,False,14.146107,10.762289,-2.133529,0.719359,0.912596,7.825196,0.92545,0.227486,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,is_special,True,24,False,24.77448,17.828071,-11.290387,0.356482,0.708333,13.872146,0.875,0.357025,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,pres_elec,False,256,False,15.838852,11.363698,-6.024582,0.659736,0.878906,8.504914,0.914062,0.260603,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,pres_elec,True,157,False,13.438175,10.861767,2.811344,0.745799,0.936306,7.641242,0.936306,0.193289,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,redistricting_cycle,2011,292,False,15.896407,11.811178,-5.04391,0.685373,0.883562,8.645302,0.921233,0.244851,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,redistricting_cycle,2021,121,False,12.460562,9.632563,3.073634,0.711037,0.942149,7.045493,0.92562,0.211274,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,no_dem_candidate,False,413,False,14.971668,11.172891,-2.665647,0.691887,0.900726,8.176593,0.922518,0.235014,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,admitted_by_write_in,False,413,False,14.971668,11.172891,-2.665647,0.691887,0.900726,8.176593,0.922518,0.235014,,,,,,,,2019
two_party_or_strongest,baseline_pres_incumbent,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_year,pooled,all,413,False,14.208682,10.705192,-1.893862,0.722491,0.927361,7.800867,0.927361,0.218119,-2.105013,-1.764368,-0.340645,,,,not dated,2019
two_party_or_strongest,baseline_year,fold,2014,95,False,13.62052,10.413119,-0.387701,0.784495,0.936842,7.558749,0.905263,0.264544,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2015,3,True,28.308579,20.781285,-16.463435,0.373886,0.666667,16.388813,0.666667,0.397758,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2016,61,False,15.367954,11.694494,-5.744421,0.724452,0.885246,8.469876,0.967213,0.17748,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2017,5,True,28.269329,18.323461,-12.07539,0.28351,0.8,14.986954,0.8,0.356362,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2018,72,False,15.426748,11.294558,-6.002413,0.689294,0.888889,8.43076,0.944444,0.202557,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2020,54,False,13.011383,10.156571,-5.917436,0.71273,0.962963,7.32533,0.925926,0.246937,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2021,2,True,25.807163,23.725984,-10.153195,-0.097767,0.5,16.806815,1.0,0.050597,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2022,70,False,11.213972,8.815571,3.16035,0.735638,0.985714,6.424755,0.942857,0.172702,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2023,1,True,13.075665,13.075665,13.075665,,1.0,7.770566,0.0,0.92256,,,,,,,,2019
two_party_or_strongest,baseline_year,fold,2024,50,False,12.93508,10.50784,5.051296,0.728498,0.94,7.384275,0.92,0.202372,,,,,,,,2019
two_party_or_strongest,baseline_year,office,State Representative,313,False,14.555949,11.104441,-2.024428,0.732153,0.916933,8.039592,0.929712,0.214935,,,,,,,,2019
two_party_or_strongest,baseline_year,office,State Senate,100,False,13.062199,9.455542,-1.485193,0.675587,0.96,7.053657,0.92,0.228086,,,,,,,,2019
two_party_or_strongest,baseline_year,is_special,False,389,False,13.453409,10.320434,-1.551475,0.746171,0.938303,7.488786,0.933162,0.211525,,,,,,,,2019
two_party_or_strongest,baseline_year,is_special,True,24,False,23.249049,16.941471,-7.443386,0.433289,0.75,12.859182,0.833333,0.325001,,,,,,,,2019
two_party_or_strongest,baseline_year,pres_elec,False,256,False,14.552321,10.727237,-1.764368,0.712768,0.921875,7.902638,0.921875,0.226021,,,,,,,,2019
two_party_or_strongest,baseline_year,pres_elec,True,157,False,13.629786,10.669246,-2.105013,0.738498,0.936306,7.634922,0.936306,0.205235,,,,,,,,2019
two_party_or_strongest,baseline_year,redistricting_cycle,2011,292,False,15.038726,11.183858,-4.345994,0.718408,0.910959,8.202195,0.928082,0.229291,,,,,,,,2019
two_party_or_strongest,baseline_year,redistricting_cycle,2021,121,False,11.97087,9.550063,4.023678,0.733303,0.966942,6.832373,0.92562,0.191159,,,,,,,,2019
two_party_or_strongest,baseline_year,no_dem_candidate,False,413,False,14.208682,10.705192,-1.893862,0.722491,0.927361,7.800867,0.927361,0.218119,,,,,,,,2019
two_party_or_strongest,baseline_year,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_year,admitted_by_write_in,False,413,False,14.208682,10.705192,-1.893862,0.722491,0.927361,7.800867,0.927361,0.218119,,,,,,,,2019
two_party_or_strongest,baseline_year,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,pooled,all,254,False,14.490497,10.812439,-1.513909,0.670685,0.929134,7.918898,0.92126,0.214403,3.116389,-4.471325,7.587714,2017,"2014,2015,2016",,not dated,2019
two_party_or_strongest,baseline_year_pres,fold,2017,5,True,30.151333,19.168303,-15.872865,0.184935,0.8,16.025146,0.8,0.376356,,,,2017,,,,2019
two_party_or_strongest,baseline_year_pres,fold,2018,72,False,17.168932,12.585787,-9.751632,0.615154,0.847222,9.415558,0.930556,0.227439,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,fold,2020,54,False,12.420377,9.618332,-1.973544,0.738234,0.962963,7.034216,0.907407,0.231251,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,fold,2021,2,True,25.867172,23.695705,-10.374207,-0.102878,0.5,16.732418,1.0,0.053033,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,fold,2022,70,False,11.088476,8.634597,2.769237,0.741522,0.985714,6.358046,0.942857,0.175319,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,fold,2023,1,True,12.585513,12.585513,12.585513,,1.0,7.423944,0.0,0.89404,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,fold,2024,50,False,13.513433,11.211053,6.356734,0.703676,0.96,7.751092,0.92,0.208819,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,office,State Representative,192,False,14.544118,10.924579,-1.606873,0.697044,0.927083,8.033073,0.927083,0.206569,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,office,State Senate,62,False,14.323174,10.465167,-1.22602,0.542345,0.935484,7.565325,0.903226,0.238665,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,is_special,False,240,False,13.613833,10.385623,-0.835345,0.702888,0.941667,7.565489,0.925,0.207776,,,,,,,,2019
two_party_or_strongest,baseline_year_pres,is_special,True,14,False,25.146394,18.129284,-13.146433,0.187194,0.714286,13.977338,0.857143,0.328001,,,,,,,,2019
